worker_id,assignment_id,rt,slider_response,raw_stimulus,scenario,comparison,item_type,trial_index,time_elapsed
63,62cb8baf4fbe7c0a2b86ee08,5216,48,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like cheese sandwiches</b>?",raspberry cake,like cheese sandwiches,other category,2,45614
28,62cb8baf4fbe7c0a2b86ee07,12450,59,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like power metal</b>?",hard rock,like power metal,same category,4,56023
63,62cb8baf4fbe7c0a2b86ee08,4234,73,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like soul jazz</b>?",bebop jazz,like soul jazz,same category,3,49851
63,62cb8baf4fbe7c0a2b86ee08,4017,62,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like musicals</b>?",cartoons,like musicals,same category,4,53870
87,62cb8baf4fbe7c0a2b86ee08,18473,76,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like soul jazz</b>?",bebop jazz,like soul jazz,same category,1,48229
28,62cb8baf4fbe7c0a2b86ee07,5132,50,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like cheese sandwiches</b>?",raspberry cake,like cheese sandwiches,other category,5,61173
83,62cb8baf4fbe7c0a2b86ee07,26458,100,"Suppose you learn someone likes watching <b>fantasy movies</b>. How much does that change your beliefs about whether they would also <b>like science fiction movies</b>?",fantasy movies,like science fiction movies,close competitor,6,157720
63,62cb8baf4fbe7c0a2b86ee08,5538,50,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like red wine</b>?",drinking tea,like red wine,other category,5,59411
28,62cb8baf4fbe7c0a2b86ee07,5166,67,"Suppose you learn someone likes watching <b>fantasy movies</b>. How much does that change your beliefs about whether they would also <b>like adventure movies</b>?",fantasy movies,like adventure movies,same category,6,66355
83,62cb8baf4fbe7c0a2b86ee07,4488,51,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like cheese sandwiches</b>?",raspberry cake,like cheese sandwiches,other category,7,162208
87,62cb8baf4fbe7c0a2b86ee08,8197,45,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like comedies</b>?",cartoons,like comedies,same category,2,56434
83,62cb8baf4fbe7c0a2b86ee07,4555,84,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like power metal</b>?",hard rock,like power metal,same category,8,166764
28,62cb8baf4fbe7c0a2b86ee07,8265,50,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like hard bop jazz</b>?",bebop jazz,like hard bop jazz,close competitor,7,74622
87,62cb8baf4fbe7c0a2b86ee08,6927,33,"Suppose you learn someone likes watching <b>fantasy movies</b>. How much does that change your beliefs about whether they would also <b>like film noirs</b>?",fantasy movies,like film noirs,same category,3,63368
83,62cb8baf4fbe7c0a2b86ee07,5468,50,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like soft drinks</b>?",drinking tea,like soft drinks,same category,9,172234
83,62cb8baf4fbe7c0a2b86ee07,2333,50,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like soft drinks</b>?",drinking white wine,like soft drinks,other category,10,174568
4,62cb8baf4fbe7c0a2b86ee07,36017,62,"Suppose you learn someone likes watching <b>fantasy movies</b>. How much does that change your beliefs about whether they would also <b>like cartoons</b>?",fantasy movies,like cartoons,other category,5,127980
28,62cb8baf4fbe7c0a2b86ee07,9052,50,"Suppose you learn someone wants to take a <b>morning flight to Madrid</b>. How much does that change your beliefs about whether they would also <b>want an evening flight to Paris</b>?",morning flight to Madrid,want an evening flight to Paris,same category,8,83674
28,62cb8baf4fbe7c0a2b86ee07,3781,50,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want an afternoon flight to Europe</b>?",afternoon flight to Boston,want an afternoon flight to Europe,other category,9,87457
63,62cb8baf4fbe7c0a2b86ee08,21719,50,"Suppose you learn someone wants to take a <b>morning flight to Madrid</b>. How much does that change your beliefs about whether they would also <b>want a morning flight to the United States</b>?",morning flight to Madrid,want a morning flight to the United States,other category,6,81131
87,62cb8baf4fbe7c0a2b86ee08,14366,47,"Suppose you learn someone wants to take a <b>morning flight to Madrid</b>. How much does that change your beliefs about whether they would also <b>want a morning flight to Berlin</b>?",morning flight to Madrid,want a morning flight to Berlin,same category,4,77742
28,62cb8baf4fbe7c0a2b86ee07,4147,50,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like coffee</b>?",drinking white wine,like coffee,other category,10,91605
63,62cb8baf4fbe7c0a2b86ee08,4166,74,"Suppose you learn someone likes <b>pasta arrabiata</b>. How much does that change your beliefs about whether they would also <b>like pasta al forno</b>?",pasta arrabiata,like pasta al forno,close competitor,7,85299
4,62cb8baf4fbe7c0a2b86ee07,9092,49,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like beer</b>?",drinking tea,like beer,other category,6,137072
63,62cb8baf4fbe7c0a2b86ee08,7404,50,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want a morning flight to Europe</b>?",afternoon flight to Boston,want a morning flight to Europe,other category,8,92705
87,62cb8baf4fbe7c0a2b86ee08,8999,41,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like beer</b>?",drinking tea,like beer,other category,5,86748
4,62cb8baf4fbe7c0a2b86ee07,11174,97,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like soul jazz</b>?",bebop jazz,like soul jazz,same category,7,148247
87,62cb8baf4fbe7c0a2b86ee08,4937,43,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like coffee</b>?",drinking white wine,like coffee,other category,6,91691
60,62cb8baf4fbe7c0a2b86ee07,8543,60,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like chocolate cookies</b>?",raspberry cake,like chocolate cookies,same category,1,19592
60,62cb8baf4fbe7c0a2b86ee07,4057,45,"Suppose you learn someone likes <b>drinking tea</b>. How much does that change your beliefs about whether they would also <b>like coffee</b>?",drinking tea,like coffee,close competitor,2,23649
87,62cb8baf4fbe7c0a2b86ee08,8058,75,"Suppose you learn someone likes <b>pasta arrabiata</b>. How much does that change your beliefs about whether they would also <b>like pasta al forno</b>?",pasta arrabiata,like pasta al forno,close competitor,7,99756
4,62cb8baf4fbe7c0a2b86ee07,13227,92,"Suppose you learn someone likes <b>pasta arrabiata</b>. How much does that change your beliefs about whether they would also <b>like lasagna</b>?",pasta arrabiata,like lasagna,same category,8,161475
60,62cb8baf4fbe7c0a2b86ee07,5683,74,"Suppose you learn someone wants to take a <b>morning flight to Madrid</b>. How much does that change your beliefs about whether they would also <b>want an evening flight to Paris</b>?",morning flight to Madrid,want an evening flight to Paris,same category,3,29333
87,62cb8baf4fbe7c0a2b86ee08,4869,5,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like bebop jazz</b>?",hard rock,like bebop jazz,other category,8,104631
87,62cb8baf4fbe7c0a2b86ee08,6218,46,"Suppose you learn someone wants to take an <b>afternoon flight to Boston</b>. How much does that change your beliefs about whether they would also <b>want an afternoon flight to Europe</b>?",afternoon flight to Boston,want an afternoon flight to Europe,other category,9,110856
4,62cb8baf4fbe7c0a2b86ee07,8960,66,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like lemon cake</b>?",raspberry cake,like lemon cake,same category,9,170436
87,62cb8baf4fbe7c0a2b86ee08,5468,50,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like cheese sandwiches</b>?",raspberry cake,like cheese sandwiches,other category,10,116330
60,62cb8baf4fbe7c0a2b86ee07,16100,65,"Suppose you learn someone likes <b>pasta arrabiata</b>. How much does that change your beliefs about whether they would also <b>like lasagna</b>?",pasta arrabiata,like lasagna,same category,4,45434
4,62cb8baf4fbe7c0a2b86ee07,14870,58,"Suppose you learn someone wants to take a <b>morning flight to Madrid</b>. How much does that change your beliefs about whether they would also <b>want a morning flight to the United States</b>?",morning flight to Madrid,want a morning flight to the United States,other category,10,185307
60,62cb8baf4fbe7c0a2b86ee07,32163,70,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like red wine</b>?",drinking white wine,like red wine,close competitor,5,77599
63,62cb8baf4fbe7c0a2b86ee08,69218,50,"Suppose you learn someone likes watching <b>fantasy movies</b>. How much does that change your beliefs about whether they would also <b>like science fiction movies</b>?",fantasy movies,like science fiction movies,close competitor,9,161925
63,62cb8baf4fbe7c0a2b86ee08,3964,40,"Suppose you learn someone likes <b>drinking white wine</b>. How much does that change your beliefs about whether they would also <b>like whiskey</b>?",drinking white wine,like whiskey,same category,10,165891
19,62cb8baf4fbe7c0a2b86ee07,8787,68,"Suppose you learn someone likes watching <b>fantasy movies</b>. How much does that change your beliefs about whether they would also <b>like animation films</b>?",fantasy movies,like animation films,other category,1,37236
19,62cb8baf4fbe7c0a2b86ee07,9342,84,"Suppose you learn someone likes listening to <b>hard rock</b>. How much does that change your beliefs about whether they would also <b>like classic rock</b>?",hard rock,like classic rock,close competitor,2,46583
19,62cb8baf4fbe7c0a2b86ee07,6279,4,"Suppose you learn someone likes listening to <b>bebop jazz</b> How much does that change your beliefs about whether they would also <b>like doom metal</b>?",bebop jazz,like doom metal,other category,3,52865
31,62cb8baf4fbe7c0a2b86ee08,10096,70,"Suppose you learn someone likes <b>raspberry cake</b>. How much does that change your beliefs about whether they would also <b>like lemon cake</b>?",raspberry cake,like lemon cake,same category,1,26050
60,62cb8baf4fbe7c0a2b86ee07,54397,13,"Suppose you learn someone likes watching <b>cartoons</b>. How much does that change your beliefs about whether they would also <b>like musicals</b>?",cartoons,like musicals,same category,6,131996
